#"ID_REF"	"GSM1599181"	"GSM1599182"	"GSM1599183"	"GSM1599187"	"GSM1599188"	"GSM1599189"
#CLASS	Healthy	Healthy	Healthy	TB	TB	TB
"ILMN_1779743"	7.1875	0.7291667	2.3125	-5.9791665	-5.0625	-2.0208333
"ILMN_1779751"	60.895832	65.6875	68.354164	35.604168	52.270832	30.4375
"ILMN_1779752"	8.145833	44.020832	48.104168	9.0625	4.1041665	16.729166
"ILMN_1779758"	-4.3541665	3.8958333	9.895833	6.8541665	1.5208334	12.4375
"ILMN_1779765"	-1.3125	8.604167	-3.1041667	3.0625	9.645833	1.8125
"ILMN_1779778"	7.1875	27.770834	16.270834	8.145833	9.8125	9.895833
"ILMN_1779780"	18.6875	19.395834	3.6875	3.8541667	6.3541665	5.3958335
"ILMN_1779783"	3.0625	-0.6458333	23.770834	6.7291665	13.0625	10.8125
"ILMN_1779785"	1.3958334	-1.2291666	-6.8125	-8.645833	3.1041667	-4.7291665
"ILMN_1779788"	-2.8125	-11.229167	-5.9791665	-9.520833	-5.7291665	-1.7708334
"ILMN_1779794"	9.1875	15.354167	5.5208335	18.145834	10.854167	16.229166
"ILMN_1779795"	45.270832	17.354166	12.145833	10.520833	9.0625	7.5625
"ILMN_1779796"	8.520833	20.8125	4.3125	0.27083334	8.8125	3.4791667
"ILMN_1779800"	-4.3541665	-0.4375	-0.39583334	2.7708333	2.4791667	3.1875
"ILMN_1779813"	601.8125	428.0625	473.8125	388.3125	662.3958	424.52084
"ILMN_1779825"	7.2291665	6.7291665	5.9375	1.4375	5.6875	1.1458334
"ILMN_1779828"	117.145836	151.89583	159.97917	130.52083	101.5625	153.89583
"ILMN_1779832"	5.6041665	-3.0208333	5.9375	7.4791665	-3.1458333	-1.9375
"ILMN_1779835"	-1.9375	-1.1458334	4.0625	6.7708335	-3.8541667	-3.6041667
"ILMN_1779841"	1.4375	8.9375	2.4375	11.854167	13.0625	8.479167
"ILMN_1779847"	-0.8958333	1.2291666	0.4375	1.9375	-7.3958335	-11.520833
"ILMN_1779852"	53.854168	39.0625	67.479164	69.604164	54.604168	40.604168
"ILMN_1779854"	4.7291665	3.0625	2.4375	38.8125	31.4375	7.5625
"ILMN_1779855"	5.7708335	-4.3541665	-2.8541667	5.2291665	3.1458333	5.8541665
"ILMN_1779857"	1270.2709	1643.7291	1105.5209	588.0625	496.4375	488.47916
"ILMN_1779858"	1.7708334	-5.8541665	15.020833	-5.5625	-0.020833334	-5.3958335
"ILMN_1779861"	1.3541666	-4.4791665	0.8541667	-3.0625	-6.8125	-2.9375
"ILMN_1779875"	-6.6041665	-3.9375	-4.7291665	-4.3541665	-12.979167	-3.1458333
"ILMN_1779882"	-0.5208333	1.3958334	-3.0625	-1.3125	3.8541667	0.8125
"ILMN_1779886"	289.1875	243.72917	192.14583	543.8542	391.97916	354.4375
"ILMN_1779887"	6.7291665	-5.9375	0.35416666	6.8541665	5.1041665	3.1875
"ILMN_1779890"	-5.3125	3.1041667	-6.7708335	-8.5625	-2.1041667	-5.6041665
"ILMN_1779897"	19.604166	17.9375	18.645834	14.645833	16.9375	6.3541665
"ILMN_1779914"	-7.1458335	0.7291667	-6.9791665	2.4375	-2.2291667	7.5208335
"ILMN_1779915"	20.479166	8.395833	26.3125	9.3125	7.9791665	4.3958335
"ILMN_1779917"	8.020833	0.104166664	-2.1875	3.0625	1.2291666	1.9375
"ILMN_1779934"	25.895834	22.395834	32.354168	22.854166	23.3125	28.770834
"ILMN_1779951"	4.3958335	-3.2291667	5.0208335	-0.7708333	-2.8125	1.5625
"ILMN_1779965"	8.4375	11.854167	6.3541665	10.729167	7.8541665	8.8125
"ILMN_1779969"	2.0625	6.3958335	5.0625	4.6458335	6.3541665	4.6458335
"ILMN_1779974"	25.645834	9.0625	11.479167	13.1875	1.5208334	6.8541665
"ILMN_1779979"	16.4375	13.979167	13.1875	24.9375	15.270833	14.0625
"ILMN_1779984"	4.1041665	1.1875	6.3541665	-4.5208335	4.3125	-6.3541665
"ILMN_1779987"	2.0625	-0.9375	-2.1875	-10.895833	-6.1041665	5.6041665
"ILMN_1779989"	0.35416666	-1.4375	2.2708333	-0.5208333	1.2291666	5.6041665
"ILMN_1779997"	3.8541667	-1.4375	3.0208333	7.2708335	3.8541667	9.8125
"ILMN_1780026"	43.5625	33.604168	27.854166	55.9375	27.479166	40.645832
"ILMN_1780036"	2049.7292	1723.1041	2364.9792	2159.1042	2518.1875	2294.9375
"ILMN_1780041"	-10.395833	-2.3541667	-8.895833	0.3125	-4.3958335	-0.22916667
"ILMN_1780047"	3.6875	-0.9375	-2.3541667	-3.3958333	0.9791667	6.3541665
"ILMN_1780057"	196.52083	202.39583	345.6875	368.5625	340.10416	309.72916
"ILMN_1780058"	983.8958	925.9375	437.85416	1028.8541	1095.5625	1020.1042
"ILMN_1780060"	-4.3541665	-5.1041665	-1.1458334	-1.9791666	-2.0625	-3.6458333
"ILMN_1780083"	-2.0625	2.2291667	-2.1458333	5.6875	2.9375	0.0625
"ILMN_1780100"	1.5625	11.0625	-5.1041665	2.6458333	2.4375	0.3125
"ILMN_1780103"	-3.2291667	-4.0208335	-8.104167	-4.4375	-1.9375	-6.1875
"ILMN_1780108"	-1.5208334	-15.645833	-7.2291665	-7.1041665	-8.0625	-5.1458335
"ILMN_1780117"	7.7291665	4.9375	5.0208335	2.9375	-1.8541666	3.5625
"ILMN_1780132"	250.0625	297.39584	183.10417	226.0625	220.97917	274.60416
"ILMN_1780134"	-2.8958333	3.0625	-3.7708333	-2.0625	-3.1041667	1.1458334
"ILMN_1780141"	3738.7292	5350.396	4029.7292	4237.771	4259.854	4815.896
"ILMN_1780143"	7.2291665	0.104166664	7.4791665	-4.9375	4.7291665	-0.9375
"ILMN_1780146"	1.3541666	-3.7708333	-3.7708333	0.47916666	-1.3958334	-0.9375
"ILMN_1780153"	8.9375	6.5625	12.854167	4.0625	5.6041665	2.9375
"ILMN_1780170"	6.7291665	-11.9375	-6.7291665	-6.5625	-7.5208335	-3.4375
"ILMN_1780172"	3.0625	0.104166664	-5.3125	-8.729167	-11.645833	-5.8541665
"ILMN_1780181"	-8.020833	3.8541667	-5.1458335	-1.1458334	0.4375	-6.6875
"ILMN_1780188"	39.520832	31.895834	28.895834	22.645834	17.229166	20.895834
"ILMN_1780189"	895.2292	843.6458	1078.7291	1073.9791	1119.6041	1087.6875
"ILMN_1780197"	17.6875	-1.8541666	23.229166	21.895834	16.229166	9.604167
"ILMN_1780218"	4.9791665	3.1041667	6.8541665	1.5625	2.4375	5.8541665
"ILMN_1780222"	-0.22916667	10.3125	1.5625	5.0208335	2.1458333	6.7291665
"ILMN_1780236"	256.5625	164.14583	259.60416	144.5625	187.47917	176.39583
"ILMN_1780255"	-5.6041665	2.1875	-8.729167	-2.1875	6.4791665	6.5625
"ILMN_1780268"	12.229167	25.395834	37.270832	18.854166	20.145834	18.604166
"ILMN_1780274"	7.1875	-5.4375	-5.3958335	-5.9791665	-3.2291667	-5.9375
"ILMN_1780283"	-5.3541665	0.27083334	3.1041667	-3.0208333	0.47916666	-6.6458335
"ILMN_1780291"	23.770834	23.229166	18.645834	13.979167	10.479167	26.6875
"ILMN_1780292"	-1.1458334	-1.2708334	-2.1041667	14.3125	-7.7708335	0.104166664
"ILMN_1780298"	21.020834	10.9375	1.5625	15.895833	14.4375	13.145833
"ILMN_1780299"	-0.7708333	4.9375	-2.4375	-9.145833	-3.5625	-3.2708333
"ILMN_1780302"	263.47916	221.97917	306.1875	504.60416	460.64584	380.5625
"ILMN_1780306"	12.1875	13.4375	6.4791665	13.395833	16.9375	11.3125
"ILMN_1780308"	5.3958335	5.8125	3.0208333	0.39583334	2.9375	-5.9791665
"ILMN_1780315"	16.104166	22.6875	10.520833	10.520833	13.645833	9.145833
"ILMN_1780326"	7.2708335	5.2291665	5.9375	2.4375	5.7291665	6.7291665
"ILMN_1780334"	16.0625	37.395832	2.3125	124.604164	103.479164	15.8125
"ILMN_1780344"	4.9791665	-5.9791665	-2.8958333	0.7291667	-1.1458334	-2.7708333
"ILMN_1780349"	-5.4375	-0.6458333	0.27083334	2.4375	8.270833	-2.8958333
"ILMN_1780356"	-0.3125	5.2291665	0.22916667	9.604167	3.8958333	-5.8541665
"ILMN_1780357"	10.6875	6.7291665	7.5208335	4.1041665	4.9375	1.1458334
"ILMN_1780365"	-6.1458335	-3.4791667	-2.0208333	-3.8541667	-4.7708335	1.2708334
"ILMN_1780368"	9.0625	3.8541667	3.8541667	17.0625	23.479166	7.5625
"ILMN_1780373"	-0.7708333	-2.4791667	-0.9375	-2.6875	-5.4375	-5.2708335
"ILMN_1780382"	207.02083	286.85416	115.6875	105.4375	162.39583	134.85417
"ILMN_1780397"	131.85417	74.9375	88.145836	151.8125	156.22917	96.895836
"ILMN_1780400"	5.0208335	-2.0208333	-7.5625	7.5625	6.7708335	-6.5625
"ILMN_1780406"	9.8125	-10.520833	3.1041667	-9.604167	-3.1041667	9.895833
"ILMN_1780411"	1.3541666	4.4375	-1.2708334	-2.1041667	-1.3125	2.0625
"ILMN_1780417"	-3.1041667	-2.3541667	-3.1458333	0.3125	-7.9791665	-0.14583333
"ILMN_1780422"	-5.1458335	-2.0208333	7.6041665	-4.6458335	-6.5625	-2.5625
"ILMN_1780444"	7.4375	3.1041667	4.6458335	1.5625	13.770833	-1.7708334
"ILMN_1780455"	-0.39583334	1.5208334	2.4375	3.1041667	3.8541667	0.104166664
"ILMN_1780460"	-0.9375	9.729167	3.2291667	5.2291665	11.729167	5.9375
"ILMN_1780465"	88.4375	60.354168	58.770832	68.895836	128.97917	28.1875
"ILMN_1780485"	2.8958333	-3.1041667	5.8125	-3.3541667	-1.7708334	-1.1458334
"ILMN_1780496"	134.97917	146.47917	153.60417	65.395836	77.5625	96.104164
"ILMN_1780502"	35.354168	68.770836	10.8125	21.3125	34.020832	45.354168
"ILMN_1780504"	-6.9791665	-1.1458334	10.729167	3.4791667	4.1041665	7.8125
"ILMN_1780508"	-2.0625	-4.5208335	-7.8541665	2.3958333	3.8541667	0.104166664
"ILMN_1780516"	2.7291667	-1.8541666	2.8541667	-7.1458335	-4.4791665	-5.2708335
"ILMN_1780533"	597.1875	780.8125	934.1458	606.4792	717.7292	627.3542
"ILMN_1780546"	389.1875	432.97916	519.5625	89.8125	20.020834	87.479164
"ILMN_1780551"	6.8541665	2.8541667	0.6041667	-0.7291667	-0.9375	8.104167
"ILMN_1780559"	2.1458333	9.4375	-9.5625	-4.2708335	2.9375	8.270833
"ILMN_1780560"	50.979168	31.604166	64.3125	83.520836	86.020836	75.979164
"ILMN_1780566"	-3.0208333	-1.4375	-8.729167	-0.5208333	2.0625	-3.9375
"ILMN_1780575"	4.0625	2.4791667	1.1458334	-2.0208333	1.3958334	0.3125
"ILMN_1780576"	-7.3541665	-3.8541667	-0.7708333	-1.3125	9.020833	1.8958334
"ILMN_1780582"	2735.6042	2872.2708	1488.3125	229.9375	94.520836	476.14584
"ILMN_1780591"	22.604166	5.5208335	14.0625	15.520833	12.4375	17.6875
"ILMN_1780598"	506.02084	565.6875	413.1875	660.1458	407.22916	718.4792
"ILMN_1780601"	88.3125	70.9375	56.354168	88.020836	86.6875	107.979164
"ILMN_1780605"	0.35416666	2.9375	3.8541667	-1.3125	-1.5208334	-3.0625
"ILMN_1780613"	-3.2291667	8.395833	-8.145833	1.1458334	9.520833	4.3958335
"ILMN_1780618"	49.229168	46.3125	37.5625	24.8125	35.5625	31.6875
"ILMN_1780622"	-0.39583334	-0.7708333	-1.3125	4.0625	8.145833	-0.9375
"ILMN_1780625"	3.1458333	13.895833	1.1458334	-5.6041665	2.4375	4.1041665
"ILMN_1780630"	4.0625	1.1458334	9.145833	-2.9375	-3.0208333	-2.6875
"ILMN_1780637"	-5.6875	-3.8958333	-8.8125	-5.1458335	-6.1041665	6.3958335
"ILMN_1780649"	-2.1875	-3.1458333	-8.0625	0.3125	-8.9375	0.6875
"ILMN_1780656"	11.354167	6.5625	2.2708333	-4.3125	2.9375	9.0625
"ILMN_1780659"	-3.1041667	-1.6458334	5.0625	10.270833	8.0625	1.6041666
"ILMN_1780663"	5.6041665	2.3125	-1.3125	1.3958334	-5.9791665	3.8541667
"ILMN_1780667"	22.229166	19.645834	28.895834	18.604166	37.395832	22.1875
"ILMN_1780669"	0.8541667	-4.9791665	-2.7291667	-0.9375	-4.5625	1.3958334
"ILMN_1780671"	124.729164	177.02083	300.89584	112.854164	193.6875	318.52084
"ILMN_1780680"	0.9375	-3.3958333	-1.0625	1.9375	6.8958335	-5.3958335
"ILMN_1780693"	-3.0208333	-3.0625	5.2291665	-1.2708334	2.0625	2.8958333
"ILMN_1780698"	76.979164	42.229168	77.4375	83.854164	70.479164	69.770836
"ILMN_1780699"	794.1458	660.5625	754.8125	563.0625	608.8958	571.0208
"ILMN_1780700"	28.979166	24.729166	5.0208335	7.9791665	11.020833	23.6875
"ILMN_1780705"	5.8125	3.9791667	-10.020833	2.7708333	-2.0208333	4.1041665
"ILMN_1780711"	301.27084	299.4375	333.02084	188.47917	202.72917	223.35417
"ILMN_1780748"	0.27083334	-7.4375	-2.3958333	0.27083334	-3.4791667	4.4375
"ILMN_1780756"	683.7292	597.1875	380.97916	603.8958	877.0208	619.5208
"ILMN_1780758"	8.9375	0.104166664	5.8541665	2.3125	3.8541667	0.8958333
"ILMN_1780762"	-1.0625	-2.8958333	-4.3541665	1.5625	-3.0625	6.7708335
"ILMN_1780763"	-5.1458335	-1.1458334	-4.3541665	5.2291665	-6.5625	-4.4791665
"ILMN_1780769"	167.3125	186.6875	466.9375	154.5625	107.9375	167.85417
"ILMN_1780772"	1.3541666	-3.0208333	-2.1041667	-2.1458333	-1.4791666	-3.0208333
"ILMN_1780773"	311.89584	403.4375	428.97916	248.6875	234.97917	329.10416
"ILMN_1780774"	11.854167	-0.4375	8.479167	7.7291665	12.4375	0.35416666
"ILMN_1780777"	-3.1458333	-1.8125	2.0625	7.1875	-2.8125	6.3125
"ILMN_1780783"	7.5625	9.645833	1.1875	6.8541665	2.4375	5.1041665
"ILMN_1780786"	4.3125	4.1041665	2.8541667	2.9375	-1.9375	-7.1875
"ILMN_1780790"	2.6041667	-1.0625	3.2708333	-3.6875	2.5625	-1.3958334
"ILMN_1780798"	7.5625	-2.6458333	4.1458335	-2.8125	-5.5625	-0.5208333
"ILMN_1780799"	3.6875	7.8125	1.3541666	0.27083334	15.479167	11.1875
"ILMN_1780806"	62.520832	47.0625	104.145836	14.770833	4.6458335	30.895834
"ILMN_1780808"	-1.3125	-1.5208334	-0.8125	1.3125	-5.1458335	-2.0625
"ILMN_1780824"	9.0625	12.354167	3.1041667	12.4375	13.770833	12.354167
"ILMN_1780825"	432.97916	328.97916	403.9375	573.3958	359.89584	459.3125
"ILMN_1780827"	1.1458334	0.47916666	5.0208335	8.8125	-4.3958335	2.6041667
"ILMN_1780831"	70.895836	37.229168	38.1875	91.104164	142.5625	71.354164
"ILMN_1780840"	-3.4375	1.5625	0.3125	0.6875	-5.7291665	-0.7708333
"ILMN_1780842"	93.645836	140.0625	111.770836	77.8125	77.895836	72.979164
"ILMN_1780861"	984.6875	1605.1875	1388.8125	994.6042	1269.3541	1452.3541
"ILMN_1780887"	32.979168	22.895834	17.3125	44.1875	32.145832	49.8125
"ILMN_1780894"	6.5625	0.9791667	-2.0625	1.5625	2.3125	3.0625
"ILMN_1780898"	74.395836	48.8125	104.1875	73.3125	79.1875	64.229164
"ILMN_1780904"	4.0625	5.9375	-5.1458335	-5.7291665	2.3125	5.8125
"ILMN_1780911"	4.6458335	-2.1041667	-9.520833	0.47916666	3.8541667	8.354167
"ILMN_1780913"	-3.8958333	3.6875	-6.1458335	8.9375	1.1458334	6.3958335
"ILMN_1780923"	-3.1875	-10.020833	8.604167	3.8541667	-5.3958335	-3.2708333
"ILMN_1780924"	11.604167	8.9375	23.8125	5.8125	21.104166	16.6875
"ILMN_1780937"	79.270836	41.604168	73.229164	110.854164	69.354164	102.770836
"ILMN_1780940"	52.6875	29.520834	70.4375	65.520836	64.020836	60.895832
"ILMN_1780942"	-1.0208334	3.8541667	5.3958335	4.2291665	5.8125	10.1875
"ILMN_1780952"	0.47916666	0.7708333	0.8541667	1.3958334	7.4791665	1.0625
"ILMN_1780966"	3.8541667	1.5625	1.5625	0.6041667	13.0625	-2.8958333
"ILMN_1780968"	-2.8125	6.7708335	1.6875	-4.7708335	10.729167	-1.7708334
"ILMN_1780987"	116.270836	120.020836	190.27083	115.270836	132.47917	87.0625
"ILMN_1780991"	-2.1041667	3.6875	-3.1041667	-4.3541665	-2.3958333	13.645833
"ILMN_1780996"	5.0208335	6.8541665	10.729167	8.479167	9.395833	5.1041665
"ILMN_1781001"	45.770832	51.6875	49.4375	188.02083	35.1875	51.395832
"ILMN_1781010"	552.4375	596.7292	390.6875	900.3542	1034.7291	908.4375
"ILMN_1781013"	49.229168	17.354166	12.895833	14.3125	43.9375	19.479166
"ILMN_1781016"	2.8541667	13.4375	11.8125	-3.3958333	7.1875	2.6458333
"ILMN_1781025"	0.7291667	-2.0208333	8.354167	7.5625	-6.6041665	-3.6875
"ILMN_1781027"	-3.3958333	-2.8958333	-5.1041665	-2.0208333	3.1458333	-1.7291666
"ILMN_1781028"	54.395832	55.270832	28.604166	20.979166	18.229166	28.895834
"ILMN_1781031"	20.6875	23.395834	7.2291665	4.6458335	6.3541665	12.770833
"ILMN_1781039"	78.1875	139.14583	72.229164	217.27083	188.8125	169.1875
"ILMN_1781045"	11.729167	8.1875	18.270834	15.479167	9.354167	1.3125
"ILMN_1781057"	4.1041665	9.0625	-2.7291667	3.6875	8.5625	6.9791665
"ILMN_1781060"	4.1041665	0.3125	20.145834	5.2291665	5.0625	0.35416666
"ILMN_1781066"	-4.4791665	-1.2291666	-2.9791667	-2.0625	-5.8541665	3.8958333
"ILMN_1781073"	8.395833	5.5208335	3.3125	4.4375	-3.7708333	-7.4375
"ILMN_1781076"	-2.3541667	6.3541665	0.47916666	-0.8958333	0.8125	-2.3125
"ILMN_1781077"	10.6875	21.895834	4.6458335	14.895833	13.645833	14.520833
"ILMN_1781085"	-1.4375	-3.1458333	-1.6458334	2.1041667	10.520833	7.2291665
"ILMN_1781086"	-5.1041665	-5.0625	1.2291666	-3.7291667	-4.6458335	2.4375
"ILMN_1781097"	419.77084	404.1875	211.27083	630.9375	464.89584	537.2292
"ILMN_1781098"	35.270832	42.479168	45.604168	31.395834	22.5625	40.0625
"ILMN_1781099"	282.52084	332.89584	344.6875	186.6875	140.1875	187.5625
"ILMN_1781102"	92.229164	121.229164	77.520836	33.479168	25.479166	40.645832
"ILMN_1781104"	11.0625	23.895834	30.229166	29.354166	28.895834	20.5625
"ILMN_1781121"	9.270833	24.645834	9.270833	21.854166	20.0625	22.9375
"ILMN_1781135"	53.9375	70.4375	21.020834	48.5625	36.395832	33.3125
"ILMN_1781137"	2.9375	0.104166664	0.104166664	3.9791667	17.145834	2.9375
"ILMN_1781145"	-3.0208333	0.6875	3.0208333	-5.9791665	-0.6458333	-9.854167
"ILMN_1781148"	-6.0208335	1.8541666	4.1041665	-0.9375	3.2291667	-3.4375
"ILMN_1781149"	-5.0625	-7.5208335	-4.9375	-11.270833	-4.5208335	-5.3958335
"ILMN_1781150"	-13.354167	-1.7708334	2.0625	3.8541667	-1.8541666	-8.0625
"ILMN_1781151"	40.5625	47.3125	25.895834	31.8125	43.3125	25.395834
"ILMN_1781155"	3829.1458	3061.6875	3874.1042	3829.1458	3810.4375	4247.4375
"ILMN_1781173"	20.5625	12.604167	15.1875	28.1875	43.645832	26.3125
"ILMN_1781174"	29.770834	22.854166	50.104168	53.604168	41.229168	31.8125
"ILMN_1781182"	11.4375	8.0625	7.4375	8.145833	3.8541667	18.6875
"ILMN_1781184"	46.770832	42.729168	43.770832	18.854166	10.4375	26.6875
"ILMN_1781198"	34.145832	52.4375	15.6875	53.645832	78.229164	38.8125
"ILMN_1781207"	61.3125	108.145836	73.479164	136.1875	100.479164	98.6875
"ILMN_1781221"	-6.2708335	-4.4375	4.6458335	5.0208335	-7.7708335	2.9375
"ILMN_1781222"	12.229167	-1.7291666	12.520833	8.9375	8.0625	3.6875
"ILMN_1781225"	18.020834	0.8541667	17.229166	16.4375	10.729167	6.7291665
"ILMN_1781231"	19.604166	10.6875	-1.7708334	16.895834	16.229166	12.6875
"ILMN_1781234"	47.020832	25.479166	61.770832	55.270832	69.5625	53.645832
"ILMN_1781236"	5.9375	32.395832	41.020832	10.854167	4.5208335	33.479168
"ILMN_1781242"	1.5208334	15.270833	-0.5208333	-2.0208333	3.1041667	1.2708334
"ILMN_1781251"	78.729164	105.4375	88.145836	61.229168	61.020832	104.5625
"ILMN_1781255"	7.5625	3.2291667	6.3541665	3.6875	2.6041667	6.1875
"ILMN_1781256"	5.6041665	12.3125	2.3541667	12.354167	0.35416666	6.6041665
"ILMN_1781257"	3.1875	0.3125	-3.4375	1.7291666	-0.22916667	-0.6458333
"ILMN_1781261"	4.4375	-2.3541667	-0.9375	2.9791667	-7.9375	-5.0625
"ILMN_1781270"	-5.6041665	-6.2708335	1.3958334	-1.3125	1.1875	-2.0625
"ILMN_1781275"	3.8958333	-4.3958335	1.0625	1.5625	-3.1041667	3.9375
"ILMN_1781276"	-1.6458334	10.645833	5.6458335	11.4375	12.479167	6.2708335
"ILMN_1781280"	9.604167	-2.1875	5.2291665	-2.1875	-1.4791666	-5.9791665
"ILMN_1781281"	-3.7291667	-10.604167	-12.9375	-8.6875	-5.9375	1.1458334
"ILMN_1781285"	16014.2705	19213.688	9116.1045	15943.3545	9593.6045	7842.771
"ILMN_1781290"	5677.396	5874.8125	6307.0625	5147.521	6701.521	5921.021
"ILMN_1781345"	6.5625	0.27083334	14.8125	6.7708335	-2.1041667	-1.7708334
"ILMN_1781356"	3.7708333	-0.8958333	-4.5625	2.1458333	1.1875	2.8541667
"ILMN_1781360"	104.104164	101.8125	46.895832	68.979164	69.104164	79.270836
"ILMN_1781373"	215.10417	203.64583	106.6875	422.47916	435.27084	267.35416
"ILMN_1781374"	16.4375	39.3125	37.9375	24.9375	19.9375	15.520833
"ILMN_1781381"	-0.9375	0.35416666	-1.0625	4.4375	6.8541665	8.770833
"ILMN_1781383"	3.8541667	2.2708333	-0.7291667	2.3125	4.6875	1.9375
"ILMN_1781386"	50.604168	69.395836	69.229164	54.604168	64.145836	64.6875
"ILMN_1781388"	18.145834	53.895832	6.8541665	15.020833	5.8125	26.0625
"ILMN_1781389"	18.604166	-0.22916667	7.1875	6.3541665	13.395833	-2.1875
"ILMN_1781390"	5.2708335	1.3125	-2.3541667	2.9375	4.5625	-8.0625
"ILMN_1781398"	7.1875	-7.8958335	-1.3541666	-4.9791665	-2.3125	-4.8958335
"ILMN_1781400"	-14.104167	-12.520833	-6.1875	-13.770833	-14.729167	-6.0208335
"ILMN_1781403"	11.645833	10.979167	8.270833	-0.0625	4.1041665	0.27083334
"ILMN_1781416"	97.3125	86.1875	49.8125	143.27083	95.604164	55.604168
"ILMN_1781419"	168.0625	151.85417	143.22917	100.229164	152.35417	108.770836
"ILMN_1781431"	1.6458334	-0.4375	4.1041665	4.4375	3.2708333	5.2291665
"ILMN_1781450"	-3.4375	-3.6041667	2.4791667	0.6875	-0.4375	-6.6458335
"ILMN_1781454"	221.6875	167.5625	352.77084	211.9375	208.22917	170.89583
"ILMN_1781457"	197.14583	196.35417	112.3125	143.72917	149.97917	137.64583
"ILMN_1781459"	10.9375	-0.39583334	4.9375	-4.5208335	-3.7708333	-3.3958333
"ILMN_1781465"	-0.5208333	3.6875	3.7708333	5.6041665	11.3125	12.895833
"ILMN_1781468"	274.39584	197.02083	265.3125	740.9792	523.8125	478.97916
"ILMN_1781472"	3.3125	12.520833	2.0208333	22.3125	12.4375	7.0625
"ILMN_1781479"	49.854168	51.0625	34.020832	36.270832	52.395832	48.0625
"ILMN_1781481"	2.1458333	0.6875	2.2708333	0.35416666	8.145833	9.8125
"ILMN_1781490"	-0.9375	2.7291667	-4.3125	-7.3541665	-5.5625	-1.3125
"ILMN_1781514"	5.0208335	6.8541665	2.6041667	-1.9791666	8.479167	1.3125
"ILMN_1781516"	241.64583	205.3125	91.770836	403.64584	443.6875	345.14584
"ILMN_1781517"	8.729167	15.020833	1.3541666	3.0208333	4.6458335	5.5625
"ILMN_1781526"	1.5625	4.6458335	-1.1458334	22.229166	27.479166	13.979167
"ILMN_1781536"	16.895834	20.145834	53.4375	28.229166	45.1875	12.145833
"ILMN_1781537"	53.3125	28.270834	29.270834	29.895834	37.520832	30.645834
"ILMN_1781560"	89.729164	120.229164	82.1875	175.22917	114.3125	99.479164
"ILMN_1781563"	-3.8541667	-3.8541667	7.2708335	1.3125	-0.7291667	-2.0625
"ILMN_1781565"	-7.8541665	14.6875	15.6875	31.854166	26.770834	24.8125
"ILMN_1781580"	1794.1041	1440.3125	2669.1042	1928.5625	1527.8125	1486.9375
"ILMN_1781585"	-13.5625	-4.8958335	-2.4791667	-3.4375	-1.9375	-5.2708335
"ILMN_1781601"	13.1875	9.4375	5.8541665	19.5625	27.0625	19.395834
"ILMN_1781614"	6.3958335	4.4375	0.8541667	10.520833	-6.8125	2.0625
"ILMN_1781623"	139.02083	99.1875	145.85417	91.104164	151.0625	92.395836
"ILMN_1781626"	-2.9791667	8.8125	7.4375	3.1041667	2.9375	-1.9791666
"ILMN_1781628"	18.020834	11.645833	19.020834	24.1875	18.395834	17.3125
"ILMN_1781636"	14.395833	5.9375	6.0625	1.5208334	3.0625	9.9375
"ILMN_1781638"	80.8125	60.645832	91.479164	77.145836	83.104164	72.770836
"ILMN_1781654"	5.9375	5.6041665	2.0625	3.7708333	-1.9375	2.5208333
"ILMN_1781656"	7.9375	5.6875	2.1458333	-0.6458333	11.1875	7.2708335
"ILMN_1781658"	3.2291667	4.6458335	6.8958335	0.0625	-2.9791667	1.3541666
"ILMN_1781663"	5.3958335	1.3541666	2.1458333	-2.1875	-2.3958333	-4.0208335
"ILMN_1781669"	0.6041667	-4.3958335	-0.5208333	-0.22916667	0.4375	9.1875
"ILMN_1781672"	-4.9375	8.4375	-0.9375	10.104167	12.520833	12.604167
"ILMN_1781673"	-2.0625	5.1875	5.9375	5.0208335	-1.3541666	2.0208333
"ILMN_1781677"	4.9375	10.4375	6.1875	5.0625	5.0208335	-4.5625
"ILMN_1781679"	-7.4791665	-4.7291665	-3.1041667	-6.1041665	-5.1458335	-5.0625
"ILMN_1781680"	463.52084	395.10416	429.22916	350.60416	330.35416	348.3125
"ILMN_1781691"	177.52083	110.270836	120.8125	160.10417	247.5625	152.1875
"ILMN_1781692"	1.3541666	6.5625	-6.9791665	-3.1041667	0.3125	-3.0208333
"ILMN_1781700"	7.7708335	8.479167	25.395834	10.229167	16.270834	12.729167
"ILMN_1781720"	0.104166664	5.3958335	-1.9791666	4.3958335	3.2291667	4.1041665
"ILMN_1781721"	8.1875	13.895833	10.6875	14.4375	19.270834	4.0625
"ILMN_1781735"	6.3958335	14.520833	7.5208335	11.0625	10.729167	10.8125
"ILMN_1781742"	0.104166664	9.0625	3.3125	-1.8541666	-13.1875	-0.5208333
"ILMN_1781745"	-4.5208335	-1.3125	-10.479167	-5.9791665	-0.6458333	-7.7708335
"ILMN_1781752"	250.72917	157.3125	167.5625	263.3125	278.64584	246.1875
"ILMN_1781753"	0.6041667	2.4375	1.5625	0.6041667	6.6041665	-2.8958333
"ILMN_1781754"	-3.7708333	3.6875	-4.4791665	0.4375	1.2708334	-3.0208333
"ILMN_1781758"	3.8541667	-1.2291666	0.9375	1.5208334	4.0208335	0.14583333
"ILMN_1781761"	1.5625	16.9375	6.2291665	-3.8125	20.645834	35.895832
